Report Date/Time: 11/03/2014 02:52 PM,,,,,Revised to Reflect Precinct Adjustment to LD 4 & LD 13,,,,,,,,Page Number 1,
,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,
,,,,,,,"2014 General Election - November 4, 2014",,,,,,,
,,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,
,,,,,,ACTIVE,,,,,,,,
,,Precincts,Date/Period,,,,,,,,,Other,TOTAL,
,,,,Americans ,,,,Democratic,Green,Libertarian,Republican,,,
,Coconino,71,G.E. 2012,,,,,,,,"6,422","14,983",,
,,,,0,,,"4,654",*,263,"3,062",,,,
,,71,P.E. 2014,,,,,,,,"7,381","15,360",,
,,,,0,,,"4,488",*,255,"3,021",,,,
,,71,G.E. 2014,,,,,,,,"7,030","14,794",,
,,,,0,,,993,5,14,615,,,,
,Gila,39,G.E. 2012,,,,,,,,674,"2,301",,
,,,,1,,,"1,297",*,34,"1,511",,,,
,,39,P.E. 2014,,,,,,,,"1,640","4,483",,
,,,,1,,,"1,193",*,30,"1,359",,,,
,,39,G.E. 2014,,,,,,,,"1,548","4,131",,
,,,,0,,,"1,034",3,23,"1,236",,,,
,Graham,22,G.E. 2012,,,,,,,,989,"3,285",,
,,,,0,,,849,*,21,"1,165",,,,
,,22,P.E. 2014,,,,,,,,999,"3,034",,
,,,,0,,,822,*,22,"1,112",,,,
,,22,G.E. 2014,,,,,,,,963,"2,919",,
,,,,0,,,207,0,2,148,,,,
,Greenlee,8,G.E. 2012,,,,,,,,158,515,,
,,,,0,,,166,*,2,103,,,,
,,8,P.E. 2014,,,,,,,,153,424,,
,,,,0,,,170,*,3,102,,,,
,,8,G.E. 2014,,,,,,,,153,428,,
,,,,0,,,267,1,7,262,,,,
,La Paz,12,G.E. 2012,,,,,,,,334,871,,
,,,,0,,,573,*,12,592,,,,
,,11,P.E. 2014,,,,,,,,887,"2,064",,
,,,,0,,,566,*,12,579,,,,
,,11,G.E. 2014,,,,,,,,878,"2,035",,
,,,,10,,,"105,262",729,"4,578","97,674",,,,
,Maricopa,724,G.E. 2012,,,,,,,,"165,437","373,690",,
,,,,23,,,"74,338",*,"3,304","67,169",,,,
,,724,P.E. 2014,,,,,,,,"128,881","273,715",,
,,,,34,,,"89,335",*,"4,072","83,945",,,,
,,724,G.E. 2014,,,,,,,,"151,562","328,948",,
,,,,0,,,"4,360",29,80,"5,551",,,,
,Mohave,73,G.E. 2012,,,,,,,,"6,929","16,949",,
,,,,0,,,"4,780",*,108,"6,033",,,,
,,73,P.E. 2014,,,,,,,,"8,648","19,569",,
,,,,0,,,"4,715",*,106,"5,930",,,,
,,73,G.E. 2014,,,,,,,,"8,499","19,250",,
,,,,0,,,"2,778",15,69,"2,409",,,,
,Navajo,61,G.E. 2012,,,,,,,,"2,535","7,806",,
,,,,0,,,"3,489",*,78,"3,154",,,,
,,61,P.E. 2014,,,,,,,,"3,408","10,129",,
,,,,0,,,"3,151",*,75,"2,914",,,,
,,61,G.E. 2014,,,,,,,,"3,227","9,367",,
,,,,2,,,"34,857",415,"1,148","23,156",,,,
,Pima,288,G.E. 2012,,,,,,,,"40,484","100,062",,
,,,,8,,,"30,504",*,"1,021","21,979",,,,
,,248,P.E. 2014,,,,,,,,"38,459","91,971",,
,,,,8,,,"28,778",*,975,"20,487",,,,
,,248,G.E. 2014,,,,,,,,"36,786","87,034",,
,,,,0,,,"11,564",51,246,"9,279",,,,
,Pinal,102,G.E. 2012,,,,,,,,"15,646","36,786",,
,,,,3,,,"11,234",*,268,"9,501",,,,
,,102,P.E. 2014,,,,,,,,"17,415","38,421",,
,,,,3,,,"10,804",*,258,"9,059",,,,
,,102,G.E. 2014,,,,,,,,"16,868","36,992",,
,,,,0,,,659,9,11,247,,,,
,Santa Cruz,24,G.E. 2012,,,,,,,,581,"1,507",,
,,,,0,,,"1,497",*,17,507,,,,
,,24,P.E. 2014,,,,,,,,"1,394","3,415",,
,,,,0,,,"1,448",*,17,497,,,,
,,24,G.E. 2014,,,,,,,,"1,387","3,349",,
,,,,1,,,"4,764",87,237,"6,300",,,,
,Yavapai,107,G.E. 2012,,,,,,,,"9,426","20,815",,
,,,,3,,,"5,448",*,300,"7,978",,,,
,,45,P.E. 2014,,,,,,,,"12,661","26,390",,
,,,,5,,,"5,466",*,310,"7,947",,,,
,,45,G.E. 2014,,,,,,,,"12,275","26,003",,
,,,,0,,,"3,766",20,119,"4,040",,,,
,Yuma,42,G.E. 2012,,,,,,,,"5,709","13,654",,
,,,,0,,,"4,441",*,129,"4,313",,,,
,,44,P.E. 2014,,,,,,,,"7,022","15,905",,
,,,,0,,,"4,398",*,135,"4,249",,,,
,,44,G.E. 2014,,,,,,,,"7,039","15,821",,
,,,,14,,,"178,938","1,493","6,835","155,707",,,,
,TOTALS:,"1,667",G.E. 2012,,,,,,,,"257,663","600,650",,
,,,,41,,,"148,897",*,"5,671","131,494",,,,
,,"1,566",P.E. 2014,,,,,,,,"235,422","521,525",,
,,,,53,,,"160,601",*,"6,381","145,407",,,,
,,"1,566",G.E. 2014,,,,,,,,"254,381","566,823",,
,,,,0,,,29.79,0.25,1.14,25.92,,,,
,PERCENTAGES:,,G.E. 2012,,,,,,,,42.9,,,
,,,,0.01,,,28.55,*,1.09,25.21,,,,
,,,P.E. 2014,,,,,,,,45.14,,,
,,,,0.01,,,28.33,*,1.13,25.65,,,,
,,,G.E. 2014,,,,,,,,44.88,,,
,* - Party was not a recognized party during this cycle,,,,,,,,,,,,,
Report Date/Time: 11/03/2014 02:52 PM,,,,,,Revised to Reflect Precinct Adjustment to LD 4 & LD 13,,,,,,,Page Number 7,
,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,
,,,,,,,,"2014 General Election - November 4, 2014",,,,,,
,,,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,,INACTIVE,,,,,,,
,Congressional,,,,Precincts,,,,,,,Other,TOTAL,
,,,,,,Americans Elect,,,Democratic,Libertarian,Republican,,,
,,Congressional District 1,,,,,,,,,,,,
,,,,,,0,,,"2,683",31,"1,026",,,
,,,Apache,,45,,,,,,,"1,613","5,353",
,,,,,,0,,,"4,488",255,"3,021",,,
,,,Coconino,,71,,,,,,,"7,030","14,794",
,,,,,,0,,,648,12,339,,,
,,,Gila,,22,,,,,,,549,"1,548",
,,,,,,0,,,822,22,"1,112",,,
,,,Graham,,22,,,,,,,963,"2,919",
,,,,,,0,,,170,3,102,,,
,,,Greenlee,,8,,,,,,,153,428,
,,,,,,0,,,58,0,6,,,
,,,Maricopa,,3,,,,,,,58,122,
,,,,,,0,,,18,0,10,,,
,,,Mohave,,2,,,,,,,25,53,
,,,,,,0,,,"3,151",75,"2,914",,,
,,,Navajo,,61,,,,,,,"3,227","9,367",
,,,,,,0,,,"2,209",59,"2,995",,,
,,,Pima,,26,,,,,,,"3,453","8,716",
,,,,,,2,,,"6,672",130,"4,289",,,
,,,Pinal,,60,,,,,,,"8,669","19,762",
,,,,,,1,,,961,46,894,,,
,,,Yavapai,,7,,,,,,,"2,028","3,930",
,,,,,327,,,,,,,"27,768","66,992",
,,,,TOTALS,,3,,,"21,880",633,"16,708",,,
,,Congressional District 2,,,,,,,,,,,,
,,,,,,2,,,"2,584",80,"3,180",,,
,,,Cochise,,49,,,,,,,"4,553","10,399",
,,,,,,5,,,"17,066",637,"13,978",,,
,,,Pima,,145,,,,,,,"23,301","54,987",
,,,,,194,,,,,,,"27,854","65,386",
,,,,TOTALS,,7,,,"19,650",717,"17,158",,,
,,Congressional District 3,,,,,,,,,,,,
,,,,,,1,,,"5,432",194,"3,696",,,
,,,Maricopa,,46,,,,,,,"9,036","18,359",
,,,,,,3,,,"9,503",279,"3,514",,,
,,,Pima,,77,,,,,,,"10,032","23,331",
,,,,,,0,,,32,0,2,,,
,,,Pinal,,1,,,,,,,19,53,
,,,,,,0,,,"1,448",17,497,,,
,,,Santa Cruz,,24,,,,,,,"1,387","3,349",
,,,,,,0,,,"2,929",95,"2,057",,,
,,,Yuma,,29,,,,,,,"4,358","9,439",
,,,,,177,,,,,,,"24,832","54,531",
,,,,TOTALS,,4,,,"19,344",585,"9,766",,,
,,Congressional District 4,,,,,,,,,,,,
,,,,,,1,,,545,18,"1,020",,,
,,,Gila,,17,,,,,,,999,"2,583",
,,,,,,0,,,566,12,579,,,
,,,La Paz,,11,,,,,,,878,"2,035",
,,,,,,0,,,558,22,"1,073",,,
,,,Maricopa,,18,,,,,,,"1,189","2,842",
,,,,,,0,,,"4,697",106,"5,920",,,
,,,Mohave,,71,,,,,,,"8,474","19,197",
,,,,,,1,,,"4,100",128,"4,768",,,
,,,Pinal,,41,,,,,,,"8,180","17,177",
,,,,,,4,,,"4,505",264,"7,053",,,
,,,Yavapai,,38,,,,,,,"10,247","22,073",
,,,,,,0,,,"1,469",40,"2,192",,,
,,,Yuma,,15,,,,,,,"2,681","6,382",
,,,,,211,,,,,,,"32,648","72,289",
,,,,TOTALS,,6,,,"16,440",590,"22,605",,,
,,Congressional District 5,,,,,,,,,,,,
,,,,,,5,,,"12,172",544,"18,513",,,
,,,Maricopa,,113,,,,,,,"24,382","55,616",
,,,,,113,,,,,,,"24,382","55,616",
,,,,TOTALS,,5,,,"12,172",544,"18,513",,,
,,Congressional District 6,,,,,,,,,,,,
,,,,,,6,,,"15,842",770,"19,460",,,
,,,Maricopa,,156,,,,,,,"31,075","67,153",
,,,,,156,,,,,,,"31,075","67,153",
,,,,TOTALS,,6,,,"15,842",770,"19,460",,,
,,Congressional District 7,,,,,,,,,,,,
,,,,,,3,,,"20,119",937,"7,321",,,
,,,Maricopa,,105,,,,,,,"25,833","54,213",
,,,,,105,,,,,,,"25,833","54,213",
,,,,TOTALS,,3,,,"20,119",937,"7,321",,,
,,Congressional District 8,,,,,,,,,,,,
,,,,,,7,,,"13,879",511,"18,036",,,
,,,Maricopa,,142,,,,,,,"25,124","57,557",
,,,,,142,,,,,,,"25,124","57,557",
,,,,TOTALS,,7,,,"13,879",511,"18,036",,,
,,Congressional District 9,,,,,,,,,,,,
,,,,,,12,,,"21,275","1,094","15,840",,,
,,,Maricopa,,141,,,,,,,"34,865","73,086",
,,,,,141,,,,,,,"34,865","73,086",
,,,,TOTALS,,12,,,"21,275","1,094","15,840",,,
,,,,STATE TOTALS,,53,,,"160,601","6,381","145,407",,,
,,,,,"1,566",,,,,,,"254,381","566,823",
Report Date/Time: 11/03/2014 02:52 PM,,,,,,Revised to Reflect Precinct Adjustment to LD 4 & LD 13,,,,,,,Page Number 8,
,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,
,,,,,,,,"2014 General Election - November 4, 2014",,,,,,
,,,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,,INACTIVE,,,,,,,
,Legislative,,,,Precincts,,,,,,,Other,TOTAL,
,,,,,,Americans Elect,,,Democratic,Libertarian,Republican,,,
,,Legislative District 1,,,,,,,,,,,,
,,,,,,2,,,"1,037",51,"2,114",,,
,,,Maricopa,,14,,,,,,,"2,417","5,621",
,,,,,,4,,,"3,576",228,"6,063",,,
,,,Yavapai,,35,,,,,,,"8,393","18,264",
,,,,,49,,,,,,,"10,810","23,885",
,,,,TOTALS,,6,,,"4,613",279,"8,177",,,
,,Legislative District 2,,,,,,,,,,,,
,,,,,,0,,,"3,839",122,"2,441",,,
,,,Pima,,33,,,,,,,"4,997","11,399",
,,,,,,0,,,"1,448",17,497,,,
,,,Santa Cruz,,24,,,,,,,"1,387","3,349",
,,,,,57,,,,,,,"6,384","14,748",
,,,,TOTALS,,0,,,"5,287",139,"2,938",,,
,,Legislative District 3,,,,,,,,,,,,
,,,,,,4,,,"6,947",222,"2,543",,,
,,,Pima,,41,,,,,,,"7,326","17,042",
,,,,,41,,,,,,,"7,326","17,042",
,,,,TOTALS,,4,,,"6,947",222,"2,543",,,
,,Legislative District 4,,,,,,,,,,,,
,,,,,,0,,,"1,300",43,"1,299",,,
,,,Maricopa,,18,,,,,,,"2,499","5,141",
,,,,,,0,,,980,18,365,,,
,,,Pima,,17,,,,,,,904,"2,267",
,,,,,,0,,,32,0,2,,,
,,,Pinal,,1,,,,,,,19,53,
,,,,,,0,,,"2,529",70,"1,572",,,
,,,Yuma,,23,,,,,,,"3,594","7,765",
,,,,,59,,,,,,,"7,016","15,226",
,,,,TOTALS,,0,,,"4,841",131,"3,238",,,
,,Legislative District 5,,,,,,,,,,,,
,,,,,,0,,,566,12,579,,,
,,,La Paz,,11,,,,,,,878,"2,035",
,,,,,,0,,,"4,697",106,"5,920",,,
,,,Mohave,,71,,,,,,,"8,474","19,197",
,,,,,82,,,,,,,"9,352","21,232",
,,,,TOTALS,,0,,,"5,263",118,"6,499",,,
,,Legislative District 6,,,,,,,,,,,,
,,,,,,0,,,"3,274",205,"2,491",,,
,,,Coconino,,45,,,,,,,"5,870","11,840",
,,,,,,1,,,555,19,"1,028",,,
,,,Gila,,18,,,,,,,"1,011","2,614",
,,,,,,0,,,547,16,"1,184",,,
,,,Navajo,,16,,,,,,,876,"2,623",
,,,,,,1,,,"1,890",82,"1,884",,,
,,,Yavapai,,10,,,,,,,"3,882","7,739",
,,,,,89,,,,,,,"11,639","24,816",
,,,,TOTALS,,2,,,"6,266",322,"6,587",,,
,,Legislative District 7,,,,,,,,,,,,
,,,,,,0,,,"2,683",31,"1,026",,,
,,,Apache,,45,,,,,,,"1,613","5,353",
,,,,,,0,,,"1,214",50,530,,,
,,,Coconino,,26,,,,,,,"1,160","2,954",
,,,,,,0,,,204,2,24,,,
,,,Gila,,3,,,,,,,99,329,
,,,,,,0,,,175,0,25,,,
,,,Graham,,2,,,,,,,101,301,
,,,,,,0,,,18,0,10,,,
,,,Mohave,,2,,,,,,,25,53,
,,,,,,0,,,"2,604",59,"1,730",,,
,,,Navajo,,45,,,,,,,"2,351","6,744",
,,,,,,0,,,0,0,0,,,
,,,Pinal,,1,,,,,,,0,0,
,,,,,124,,,,,,,"5,349","15,734",
,,,,TOTALS,,0,,,"6,898",142,"3,345",,,
,,Legislative District 8,,,,,,,,,,,,
,,,,,,0,,,434,9,307,,,
,,,Gila,,18,,,,,,,438,"1,188",
,,,,,,3,,,"5,843",112,"4,095",,,
,,,Pinal,,51,,,,,,,"8,230","18,283",
,,,,,69,,,,,,,"8,668","19,471",
,,,,TOTALS,,3,,,"6,277",121,"4,402",,,
,,Legislative District 9,,,,,,,,,,,,
,,,,,,1,,,"7,110",266,"5,277",,,
,,,Pima,,57,,,,,,,"8,994","21,648",
,,,,,57,,,,,,,"8,994","21,648",
,,,,TOTALS,,1,,,"7,110",266,"5,277",,,
,,Legislative District 10,,,,,,,,,,,,
,,,,,,1,,,"6,397",224,"4,946",,,
,,,Pima,,49,,,,,,,"8,863","20,431",
,,,,,49,,,,,,,"8,863","20,431",
,,,,TOTALS,,1,,,"6,397",224,"4,946",,,
,,Legislative District 11,,,,,,,,,,,,
,,,,,,1,,,"2,692",80,"3,524",,,
,,,Pima,,34,,,,,,,"4,175","10,472",
,,,,,,0,,,"2,752",77,"2,436",,,
,,,Pinal,,27,,,,,,,"4,370","9,635",
,,,,,61,,,,,,,"8,545","20,107",
,,,,TOTALS,,1,,,"5,444",157,"5,960",,,
,,Legislative District 12,,,,,,,,,,,,
,,,,,,3,,,"3,421",170,"6,243",,,
,,,Maricopa,,34,,,,,,,"7,147","16,984",
,,,,,,0,,,35,2,57,,,
,,,Pinal,,1,,,,,,,72,166,
,,,,,35,,,,,,,"7,219","17,150",
,,,,TOTALS,,3,,,"3,456",172,"6,300",,,
Report Date/Time: 11/03/2014 02:52 PM,,,,,,Revised to Reflect Precinct Adjustment to LD 4 & LD 13,,,,,,,Page Number 9,
,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,
,,,,,,,,"2014 General Election - November 4, 2014",,,,,,
,,,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,,INACTIVE,,,,,,,
,Legislative,,,,Precincts,,,,,,,Other,TOTAL,
,,,,,,Americans Elect,,,Democratic,Libertarian,Republican,,,
,,Legislative District 13,,,,,,,,,,,,
,,,,,,0,,,"2,265",82,"3,117",,,
,,,Maricopa,,29,,,,,,,"4,406","9,870",
,,,,,,0,,,0,0,0,,,
,,,Yavapai,,0,,,,,,,0,0,
,,,,,,0,,,"1,869",65,"2,677",,,
,,,Yuma,,21,,,,,,,"3,445","8,056",
,,,,,50,,,,,,,"7,851","17,926",
,,,,TOTALS,,0,,,"4,134",147,"5,794",,,
,,Legislative District 14,,,,,,,,,,,,
,,,,,,2,,,"2,584",80,"3,180",,,
,,,Cochise,,49,,,,,,,"4,553","10,399",
,,,,,,0,,,647,22,"1,087",,,
,,,Graham,,20,,,,,,,862,"2,618",
,,,,,,0,,,170,3,102,,,
,,,Greenlee,,8,,,,,,,153,428,
,,,,,,1,,,813,43,"1,391",,,
,,,Pima,,17,,,,,,,"1,527","3,775",
,,,,,94,,,,,,,"7,095","17,220",
,,,,TOTALS,,3,,,"4,214",148,"5,760",,,
,,Legislative District 15,,,,,,,,,,,,
,,,,,,5,,,"4,256",217,"6,403",,,
,,,Maricopa,,42,,,,,,,"8,836","19,717",
,,,,,42,,,,,,,"8,836","19,717",
,,,,TOTALS,,5,,,"4,256",217,"6,403",,,
,,Legislative District 16,,,,,,,,,,,,
,,,,,,1,,,"2,408",104,"3,407",,,
,,,Maricopa,,19,,,,,,,"4,968","10,888",
,,,,,,0,,,"2,142",67,"2,469",,,
,,,Pinal,,21,,,,,,,"4,177","8,855",
,,,,,40,,,,,,,"9,145","19,743",
,,,,TOTALS,,1,,,"4,550",171,"5,876",,,
,,Legislative District 17,,,,,,,,,,,,
,,,,,,2,,,"4,037",184,"4,684",,,
,,,Maricopa,,39,,,,,,,"7,667","16,574",
,,,,,39,,,,,,,"7,667","16,574",
,,,,TOTALS,,2,,,"4,037",184,"4,684",,,
,,Legislative District 18,,,,,,,,,,,,
,,,,,,4,,,"5,518",255,"4,979",,,
,,,Maricopa,,42,,,,,,,"8,962","19,718",
,,,,,42,,,,,,,"8,962","19,718",
,,,,TOTALS,,4,,,"5,518",255,"4,979",,,
,,Legislative District 19,,,,,,,,,,,,
,,,,,,3,,,"5,437",231,"2,350",,,
,,,Maricopa,,28,,,,,,,"7,773","15,794",
,,,,,28,,,,,,,"7,773","15,794",
,,,,TOTALS,,3,,,"5,437",231,"2,350",,,
,,Legislative District 20,,,,,,,,,,,,
,,,,,,2,,,"5,778",268,"5,598",,,
,,,Maricopa,,47,,,,,,,"10,593","22,239",
,,,,,47,,,,,,,"10,593","22,239",
,,,,TOTALS,,2,,,"5,778",268,"5,598",,,
,,Legislative District 21,,,,,,,,,,,,
,,,,,,1,,,"4,723",129,"5,232",,,
,,,Maricopa,,42,,,,,,,"7,793","17,878",
,,,,,42,,,,,,,"7,793","17,878",
,,,,TOTALS,,1,,,"4,723",129,"5,232",,,
,,Legislative District 22,,,,,,,,,,,,
,,,,,,1,,,"3,357",115,"5,582",,,
,,,Maricopa,,48,,,,,,,"6,613","15,668",
,,,,,48,,,,,,,"6,613","15,668",
,,,,TOTALS,,1,,,"3,357",115,"5,582",,,
,,Legislative District 23,,,,,,,,,,,,
,,,,,,1,,,"3,891",183,"6,125",,,
,,,Maricopa,,57,,,,,,,"8,166","18,366",
,,,,,57,,,,,,,"8,166","18,366",
,,,,TOTALS,,1,,,"3,891",183,"6,125",,,
,,Legislative District 24,,,,,,,,,,,,
,,,,,,0,,,"8,529",375,"4,011",,,
,,,Maricopa,,40,,,,,,,"11,484","24,399",
,,,,,40,,,,,,,"11,484","24,399",
,,,,TOTALS,,0,,,"8,529",375,"4,011",,,
,,Legislative District 25,,,,,,,,,,,,
,,,,,,3,,,"4,433",200,"6,008",,,
,,,Maricopa,,37,,,,,,,"8,418","19,062",
,,,,,37,,,,,,,"8,418","19,062",
,,,,TOTALS,,3,,,"4,433",200,"6,008",,,
,,Legislative District 26,,,,,,,,,,,,
,,,,,,4,,,"6,467",391,"4,322",,,
,,,Maricopa,,34,,,,,,,"12,197","23,381",
,,,,,34,,,,,,,"12,197","23,381",
,,,,TOTALS,,4,,,"6,467",391,"4,322",,,
,,Legislative District 27,,,,,,,,,,,,
,,,,,,0,,,"6,386",193,"2,016",,,
,,,Maricopa,,35,,,,,,,"7,671","16,266",
,,,,,35,,,,,,,"7,671","16,266",
,,,,TOTALS,,0,,,"6,386",193,"2,016",,,
,,Legislative District 28,,,,,,,,,,,,
,,,,,,0,,,"5,689",271,"5,418",,,
,,,Maricopa,,57,,,,,,,"8,921","20,299",
,,,,,57,,,,,,,"8,921","20,299",
,,,,TOTALS,,0,,,"5,689",271,"5,418",,,
Report Date/Time: 11/03/2014 02:52 PM,,,,,,Revised to Reflect Precinct Adjustment to LD 4 & LD 13,,,,,,,Page Number 10,
,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,
,,,,,,,,"2014 General Election - November 4, 2014",,,,,,
,,,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,,INACTIVE,,,,,,,
,Legislative,,,,Precincts,,,,,,,Other,TOTAL,
,,,,,,Americans Elect,,,Democratic,Libertarian,Republican,,,
,,Legislative District 29,,,,,,,,,,,,
,,,,,,1,,,"4,946",306,"2,314",,,
,,,Maricopa,,33,,,,,,,"7,021","14,588",
,,,,,33,,,,,,,"7,021","14,588",
,,,,TOTALS,,1,,,"4,946",306,"2,314",,,
,,Legislative District 30,,,,,,,,,,,,
,,,,,,1,,,"5,457",304,"2,723",,,
,,,Maricopa,,29,,,,,,,"8,010","16,495",
,,,,,29,,,,,,,"8,010","16,495",
,,,,TOTALS,,1,,,"5,457",304,"2,723",,,
,,,,STATE TOTALS,,53,,,"160,601","6,381","145,407",,,
,,,,,"1,566",,,,,,,"254,381","566,823",
